Geography2,CalendarYear2,Water_System,PWSID_Number,Mean_Concentration,Concentration_Unit,People_Served,County_Code2
Clinton,2014,SOUTH RENOVO WATER SYSTEM,PA4180059,0.7,µg/L,480,35
Clinton,2014,CENT CLINTON CO WATER FIL AUTH,PA4180070,0.7,µg/L,"19,261",35
Clinton,2014,RENOVO BOROUGH WATER AUTHORITY,PA4180058,0.7,µg/L,"1,800",35
Columbia,2014,PLEASANT VIEW ESTATES,PA4190296,4.47,µg/L,390,37
Columbia,2014,UNITED WATER PA BLOOMSBURG OP,PA4190008,0.7,µg/L,"21,500",37
Crawford,2014,CONNEAUT LAKE BOROUGH WTP,PA6200015,4.55,µg/L,820,39
Crawford,2014,COUNTRY ACRES MOBILE HOME PARK,PA6200023,6,µg/L,70,39
Crawford,2014,COUNTRYSIDE MHP,PA6200028,0.5,µg/L,72,39
Crawford,2014,CONNEAUT LAKE PARK WATER,PA6200018,3.13,µg/L,250,39
Crawford,2014,PINEDALE MOBILE HOME PARK,PA6200076,1.38,µg/L,90,39
Crawford,2014,MITCHELL LAKE MOBILE HOME PARK,PA6200002,0.5,µg/L,100,39
Crawford,2014,AMES TRAILER COURT,PA6200054,0.5,µg/L,34,39
Crawford,2014,CAMBRIDGE SPRINGS BOROUGH,PA6200004,1,µg/L,"2,363",39
Cumberland,2014,SHIPPENSBURG BORO WATER AUTH,PA7210043,0.7,µg/L,"14,004",41
Cumberland,2014,STATE CORRECTIONAL INST,PA7210046,0.7,µg/L,"4,658",41
Cumberland,2014,N MIDDLETON WATER AUTH,PA7210049,0.7,µg/L,"8,845",41
Cumberland,2014,UNITED WATER PA MECHANICSBURG,PA7210028,0.7,µg/L,"27,381",41
Cumberland,2014,CARLISLE WATER TRMT PLT,PA7210002,0.7,µg/L,"19,800",41
Cumberland,2014,PA AMERICAN WATER CO WEST,PA7210029,0.7,µg/L,"93,368",41
Dauphin,2014,HALIFAX AREA WATER & SEWER AUT,PA7220040,5.42,µg/L,"2,200",43
Dauphin,2014,UNITED WATER PENNSYLVANIA,PA7220015,0.7,µg/L,"105,649",43
Dauphin,2014,WILLIAMSTOWN BORO AUTH,PA7220037,0.7,µg/L,"2,390",43
Dauphin,2014,STEELTON BORO WATER AUTH,PA7220036,0.7,µg/L,"6,229",43
Dauphin,2014,MILLERSBURG WATER AUTH,PA7220034,0.7,µg/L,"4,248",43
Dauphin,2014,CAPITAL REGION WATER,PA7220049,0.7,µg/L,"66,540",43
Dauphin,2014,CAMP HEBRON CWS,PA7220020,7.1,µg/L,25,43
Dauphin,2014,PA AMER WATER CO,PA7220017,0.7,µg/L,"44,513",43
Dauphin,2014,LYKENS BORO AUTH,PA7220022,0.7,µg/L,"3,225",43
Delaware,2014,CHESTER WATER AUTHORITY,PA1230004,0.7,µg/L,"137,929",45
Elk,2014,JAY TWP WATER AUTHORITY,PA6240005,1.5,µg/L,"1,775",47
Elk,2014,RIDGWAY BOROUGH WATER SYSTEM,PA6240012,1.5,µg/L,"4,100",47
Elk,2014,JOHNSONBURG MUNICIPAL AUTH,PA6240007,1.5,µg/L,"3,103",47
Erie,2014,WATTSBURG BORO WTP,PA6250094,6.66,µg/L,480,49
Erie,2014,ERIE CITY WATER AUTHORITY,PA6250028,1.5,µg/L,"180,000",49
Erie,2014,FRELIGHS WHISPERING PINES MHP,PA6250097,0.5,µg/L,55,49
Erie,2014,GIRARD BORO WATER DEPT,PA6250049,0.5,µg/L,"3,301",49
Erie,2014,UNION CITY MUNICIPAL AUTHORITY,PA6250064,1.5,µg/L,"3,623",49
Erie,2014,NORTH EAST BOROUGH WATER DEPT,PA6250061,0.5,µg/L,"4,601",49
Erie,2014,WOODHAVEN MOBILE HOME PARK,PA6250084,0.5,µg/L,345,49
Fayette,2014,ALBERT GALLATIN MUNI AUTH,PA5260027,0.5,µg/L,"2,594",51
Fayette,2014,POINT MARION BORO,PA5260017,0.5,µg/L,"1,350",51
Fayette,2014,MASONTOWN MUNI WATER WORKS,PA5260013,0.5,µg/L,"3,700",51
Fayette,2014,MUNI AUTH OF WASHINGTON TWP,PA5260009,0.7,µg/L,"8,032",51
Fayette,2014,FAIRCHANCE BORO WATER DEPT,PA5260007,0.5,µg/L,"3,061",51
Fayette,2014,BELLE VERNON BORO MUNI AUTH,PA5260004,0.5,µg/L,"6,000",51
Fayette,2014,PA-AMERICAN WATER-BROWNSVILLE,PA5260005,0.7,µg/L,"11,890",51
Fayette,2014,INDIAN CREEK VALLEY WATER AUTH,PA5260011,0.7,µg/L,"5,700",51
Fayette,2014,MAWC YOUGH PLANT,PA5260036,0.7,µg/L,"140,000",51
Fayette,2014,NORTH FAYETTE CNTY MUNI AUTH,PA5260019,0.7,µg/L,"35,590",51
Fayette,2014,NEWELL MUNI AUTH,PA5260014,0.5,µg/L,520,51
Franklin,2014,BORO OF WAYNESBORO,PA7280032,0.7,µg/L,"13,000",55
Franklin,2014,CHAMBERSBURG BORO WATER SYS,PA7280005,0.7,µg/L,"17,500",55
Franklin,2014,SOUTH MOUNTAIN RESTORATION CTR,PA7280042,1.5,µg/L,"1,376",55
Franklin,2014,GREENCASTLE AREA WATER AUTH,PA7280014,0.7,µg/L,"4,600",55
Franklin,2014,BEAR VALLEY JOINT AUTH,PA7280043,0.7,µg/L,"12,000",55
Franklin,2014,SANDY HOOK WATER ASSOCIATION,PA7280070,0.7,µg/L,80,55
Franklin,2014,FRANKLIN CO GEN AUTH,PA7280045,0.7,µg/L,"4,100",55
Franklin,2014,MERCERSBURG MUNI WATER AUTH,PA7280021,0.25,µg/L,"2,350",55
Greene,2014,SOUTHWESTERN PA WATER AUTH,PA5300017,0.7,µg/L,"40,000",59
Greene,2014,DUNKARD VALLEY JT MUNI AUTH,PA5300007,0.5,µg/L,"1,233",59
Greene,2014,MUN AUTH BORO OF CARMICHAELS,PA5300005,0.7,µg/L,"4,700",59
Greene,2014,EAST DUNKARD WATER AUTHORITY,PA5300012,0.5,µg/L,"3,962",59
Huntingdon,2014,SHIRLEYSBURG MUNI AUTH,PA4310027,0.5,µg/L,300,61
Huntingdon,2014,WOOD BROAD TOP WELLS JMUN AUTH,PA4310032,0.5,µg/L,786,61
Huntingdon,2014,MT UNION MUNICIPAL AUTH,PA4310016,0.7,µg/L,"5,200",61
Huntingdon,2014,HUNTINGDON BORO WATER DEPT,PA4310012,0.5,µg/L,"12,121",61
Huntingdon,2014,MAPLETON MUNI WATER AUTH,PA4310015,0.5,µg/L,600,61
Indiana,2014,GREEN TWP MUN AUTH BARR SLOPE,PA5320010,0.7,µg/L,285,63
Indiana,2014,ICMSA CROOKED CREEK,PA5320109,0.5,µg/L,"6,607",63
Indiana,2014,INDIANA MUN SERV AUTH-ROSSITER,PA5320034,0.5,µg/L,470,63
Indiana,2014,BLAIRSVILLE MUNI AUTH,PA5320006,0.7,µg/L,"3,900",63
Indiana,2014,INDIANA MUN SERV MUN CHERRYTRE,PA5320007,0.5,µg/L,260,63
Indiana,2014,CENTRAL INDIANA CO WATER AUTH,PA5320040,0.7,µg/L,"4,635",63
Indiana,2014,INDIANA MUNI SVCS AUTH-ARCADIA,PA5320041,0.5,µg/L,112,63
Indiana,2014,PA AMERICAN WATER CO-INDIANA D,PA5320025,0.7,µg/L,"24,877",63
Indiana,2014,GREEN TWP MUN AUTH-COMMODORE,PA5320011,0.7,µg/L,300,63
Jefferson,2014,PA AMERICAN WATER PUNXSY,PA6330010,0.7,µg/L,"8,801",65
Jefferson,2014,BROCKWAY BORO MUNICIPAL AUTH,PA6330002,1.5,µg/L,"4,384",65
Jefferson,2014,BROOKVILLE MUNICIPAL AUTH,PA6330004,1,µg/L,"5,850",65
Jefferson,2014,FALLS CREEK BORO MUN AUTH,PA6330007,1.5,µg/L,"1,440",65
Jefferson,2014,REYNOLDSVILLE WATER AUTH,PA6330011,0.7,µg/L,"2,908",65
Juniata,2014,MIFFLINTOWN MUNI AUTH,PA4340008,0.7,µg/L,"4,450",67
Lackawanna,2014,PAWC BROWNELL,PA2359001,0.7,µg/L,"11,965",69
Lackawanna,2014,FINCH HILL WATER CO,PA2350062,6.18,µg/L,150,69
Lackawanna,2014,TALL TIMBERS VILLAGE M H P,PA2350012,2.5,µg/L,275,69
Lackawanna,2014,PAWC FALLBROOK,PA2359006,0.7,µg/L,"3,690",69
Lackawanna,2014,PAWC LAKE SCRANTON,PA2359008,0.7,µg/L,"134,570",69
Lackawanna,2014,PAW OLWEN HEIGHTS,PA2350032,2,µg/L,330,69
Lancaster,2014,MT JOY BORO AUTH,PA7360091,0.7,µg/L,"9,500",71
Lancaster,2014,ELIZABETHTOWN AREA WATER,PA7360124,1.5,µg/L,"18,900",71
Lancaster,2014,DENVER BORO,PA7360017,0.5,µg/L,"3,350",71
Lancaster,2014,CITY OF LANCASTER,PA7360058,0.7,µg/L,"120,000",71
Lancaster,2014,COLUMBIA WATER CO,PA7360123,0.7,µg/L,"25,001",71
Lancaster,2014,SAFE HARBOR POWER CORP,PA7360136,0.7,µg/L,150,71
Lancaster,2014,EPHRATA AREA JOINT AUTHORITY,PA7360045,0.7,µg/L,"17,937",71
Lawrence,2014,PA AMER WATER CO ELLWOOD CTY,PA6370011,0.7,µg/L,"17,200",73
Lawrence,2014,PA AMER WATER CO NEW CASTLE,PA6370034,0.7,µg/L,"42,940",73
Lebanon,2014,LEBANON WATER AUTH,PA7380010,0.7,µg/L,"57,000",75
Lehigh,2014,LCA ALLENTOWN DIVISION,PA3390024,0.5,µg/L,"118,000",77
Lehigh,2014,SLATINGTON BOROUGH WATER SYS,PA3390039,0.7,µg/L,"4,450",77
Luzerne,2014,PAWC NESBITT,PA2409010,0.7,µg/L,"58,278",79
Luzerne,2014,HCA ROAN FILTER PLANT,PA2408001,0.7,µg/L,"40,620",79
Luzerne,2014,PAWC WATRES,PA2409011,0.7,µg/L,"58,000",79
Luzerne,2014,PAWC CEASETOWN,PA2409002,0.7,µg/L,"64,072",79
Luzerne,2014,PAWC CRYSTAL LAKE,PA2409003,0.7,µg/L,"9,535",79
Luzerne,2014,PAWC HUNTSVILLE,PA2409013,0.7,µg/L,"10,800",79
Luzerne,2014,MOORETOWN PROPERTIES LLC,PA2400049,11.75,µg/L,64,79
Lycoming,2014,WILLIAMSPORT MUN WATER AUTH,PA4410173,0.7,µg/L,"51,000",81
Lycoming,2014,TIMBEREND ESTATES MHP,PA4410034,7.41,µg/L,260,81
Lycoming,2014,PINECREST VILLAGE MHP,PA4410019,12.45,µg/L,195,81
Lycoming,2014,JERSEY SHORE AREA JNT WAT AUTH,PA4410156,0.7,µg/L,"7,200",81
Lycoming,2014,LCWSA HALLS STATION,PA4410035,0.7,µg/L,25,81
Lycoming,2014,MUNCY STATE CORRECTIONAL INST,PA4410176,0.7,µg/L,"1,390",81
McKean,2014,PA AMERICAN WATER CO KANE,PA6420019,0.7,µg/L,"5,725",83
McKean,2014,BRADFORD CITY WATER AUTHORITY,PA6420014,1.27,µg/L,"18,000",83
Mercer,2014,REYNOLDS WATER COMPANY,PA6430057,1,µg/L,"2,370",85
Mercer,2014,GREENVILLE MUNI WATER AUTH,PA6430037,0.7,µg/L,"8,600",85
Mercer,2014,AQUA PA SHENANGO VALLEY WTP,PA6430054,0.7,µg/L,"48,000",85
Mifflin,2014,LEWISTOWN BORO MUNI AUTH,PA4440010,0.5,µg/L,"26,765",87
Mifflin,2014,ALLENSVILLE MUNI AUTH,PA4440008,1,µg/L,305,87
Monroe,2014,SCIOTA GARDENS,PA2450143,0.5,µg/L,32,89
Monroe,2014,BRODHEAD CREEK REG WATER AUTH,PA2450034,0.7,µg/L,"22,500",89
Monroe,2014,BUCK HILL FALLS WATER CO,PA2450020,0.7,µg/L,245,89
Monroe,2014,E STROUDSBURG BORO WATER DEPT,PA2450023,0.7,µg/L,"12,500",89
Montgomery,2014,S C I GRATERFORD,PA1460059,7,µg/L,"3,000",91
Montgomery,2014,NORTH WALES WATER AUTHORITY,PA1460048,0.5,µg/L,"72,496",91
Montgomery,2014,PLEASANT RUN MHP,PA1460006,0.25,µg/L,45,91
Montgomery,2014,SUPERIOR WATER COMPANY MAIN,PA1460085,4.94,µg/L,"7,500",91
Montgomery,2014,EAST GREENVILLE BORO WATER DEP,PA1460023,0.48,µg/L,"3,100",91
Montgomery,2014,SUPERIOR WATER COMPANY CPF,PA1460092,3.8,µg/L,500,91
Montgomery,2014,TELFORD BOROUGH AUTHORITY,PA1460050,5.9,µg/L,"7,700",91
Montgomery,2014,AQUA PA MAIN SYSTEM,PA1460073,0.7,µg/L,"784,939",91
Montgomery,2014,PA AMERICAN NORRISTOWN,PA1460046,0.7,µg/L,"96,376",91
Montgomery,2014,NEW LIFE YOUTH&FAMILY SERVICES,PA1461079,3,µg/L,57,91
Montgomery,2014,POTTSTOWN BOROUGH WATER AUTH,PA1460037,0.7,µg/L,"36,000",91
Montgomery,2014,AMBLER BORO WATER DEPT,PA1460020,0.7,µg/L,"20,000",91
Montgomery,2014,AUDUBON WATER COMPANY,PA1460055,3.09,µg/L,"9,850",91
Montour,2014,DANVILLE MUNICIPAL WATER AUTH,PA4470007,0.7,µg/L,"4,897",93
Northampton,2014,RIVERSEDGE,PA3480035,2,µg/L,75,95
Northampton,2014,PAW BANGOR DISTRICT,PA3480038,0.7,µg/L,"9,300",95
Northampton,2014,EASTON AREA WATER SYSTEM,PA3480050,0.5,µg/L,"85,163",95
Northampton,2014,NORTHAMPTON BORO MUNI AUTH,PA3480057,0.7,µg/L,"40,000",95
Northampton,2014,CITY OF BETHLEHEM,PA3480046,0.7,µg/L,"115,686",95
Northampton,2014,PAW BLUE MOUNTAIN DIVISION,PA3480055,0.7,µg/L,"23,613",95
Northumberland,2014,MUNICIPAL AUTHORITY SUNBURY,PA4490007,0.7,µg/L,"11,043",97
Northumberland,2014,AQUA PA ROARING CREEK DIVISION,PA4490024,0.7,µg/L,"43,000",97
Northumberland,2014,PA AMERICAN WHITE DEER,PA4490023,0.7,µg/L,"29,816",97
Perry,2014,LIVERPOOL MUNI AUTH,PA7500014,1.47,µg/L,903,99
Perry,2014,PFAUTZ APTS,PA7500024,14.28,µg/L,234,99
Perry,2014,ORCHARD HILLS MHP,PA7500010,0.5,µg/L,303,99
Perry,2014,NEWPORT BORO WATER AUTH,PA7500022,0.7,µg/L,"2,812",99
Perry,2014,HILLSIDE MANOR APTS,PA7500025,5.5,µg/L,88,99
Perry,2014,STONEBRIDGE HEALTH & REHAB CTR,PA7500035,0.7,µg/L,60,99
Perry,2014,DUNCANNON MUNI WATER,PA7500019,6.4,µg/L,"2,000",99
Perry,2014,PFAUTZ HEIGHTS,PA7500030,13.5,µg/L,186,99
Perry,2014,CREEKVIEW FARMS MHP,PA7500006,0.36,µg/L,450,99
Perry,2014,VILLAGE SQUARE CONDIMINIUMS,PA7500009,9.75,µg/L,48,99
Philadelphia,2014,PHILADELPHIA WATER DEPARTMENT,PA1510001,0.7,µg/L,"1,600,000",101
Potter,2014,CHARLES COLE MEMORIAL HOSPITAL,PA6530015,1,µg/L,60,105
Potter,2014,GALETON BOROUGH WATER AUTH,PA6530010,0.7,µg/L,"1,370",105
Potter,2014,GENESEE TWP WATER AUTHORITY,PA6530011,0.7,µg/L,450,105
Schuylkill,2014,TAMAQUA AREA WATER AUTHORITY,PA3540012,0.7,µg/L,"8,000",107
Schuylkill,2014,MARY D COMMUNITY ASSOCIATION,PA3540027,0.7,µg/L,175,107
Schuylkill,2014,ASHLAND AREA WATER AUTHORITY,PA3540030,0.7,µg/L,"4,200",107
Schuylkill,2014,AUBURN MUNICIPAL AUTHOUITY,PA3540015,0.7,µg/L,920,107
Schuylkill,2014,SCHUYLKILL CO MUN AUTH,PA3540038,0.7,µg/L,"31,850",107
Schuylkill,2014,BLYTHE TWP MUNICIPAL AUTHORITY,PA3540017,0.7,µg/L,"7,100",107
Schuylkill,2014,MAHANOY TWP AUTH,PA3540011,0.7,µg/L,"7,300",107
Schuylkill,2014,MINERSVILLE MUNICIPAL WATER AU,PA3540035,0.7,µg/L,"6,547",107
Schuylkill,2014,SCHUYLKILL HAVEN BORO WATER,PA3540041,0.7,µg/L,"9,500",107
Schuylkill,2014,SHENANDOAH MUN WATER AUTHORITY,PA3540044,0.7,µg/L,"9,500",107
Snyder,2014,SHAMOKIN DAM BOROUGH,PA4550022,0.7,µg/L,"1,700",109
Somerset,2014,GAHAGEN WATER ASSN,PA4560032,0.7,µg/L,49,111
Somerset,2014,LINCOLN TWP MUNI AUTH,PA4560031,3.6,µg/L,"1,180",111
Somerset,2014,SOMERSET BORO MUNI WATER AUTH,PA4560042,0.7,µg/L,"8,500",111
Somerset,2014,CONFLUENCE BORO MUNI AUTH,PA4560033,0.5,µg/L,950,111
Somerset,2014,SOMERSET CNTY QUEMAHONING SYST,PA4560009,0.7,µg/L,25,111
Somerset,2014,MEYERSDALE MUNI AUTH,PA4560012,0.5,µg/L,"3,019",111
Somerset,2014,HOOVERSVILLE MUNI AUTH,PA4560037,0.7,µg/L,879,111
Somerset,2014,CONEMAUGH TWP MUNI AUTH,PA4560048,0.7,µg/L,"7,800",111
Susquehanna,2014,PAWC FOREST CITY,PA2359014,0.7,µg/L,"3,383",115
Susquehanna,2014,PA AMER WATER THOMPSON,PA2580026,0.7,µg/L,291,115
Susquehanna,2014,PA AMER WATER CO SUSQUEHANNA,PA2580024,0.7,µg/L,"3,034",115
Susquehanna,2014,PA AMER WATER CO MONTROSE,PA2580023,0.7,µg/L,"1,982",115
Tioga,2014,BLOSSBURG MUNICIPAL AUTHORITY,PA2590033,0.7,µg/L,"1,650",117
Tioga,2014,MANSFIELD UNIVERSITY,PA2590812,0.7,µg/L,"3,000",117
Tioga,2014,MANSFIELD BORO MUNICIPAL AUTH,PA2590038,0.7,µg/L,"4,100",117
Tioga,2014,PLEASANT VILLAGE MHP,PA2590017,8,µg/L,40,117
Tioga,2014,WELLSBORO MUNICIPAL AUTHORITY,PA2590042,1,µg/L,"3,324",117
Union,2014,MIFFLINBURG BORO WATER DEPT,PA4600012,0.5,µg/L,"3,690",119
Venango,2014,POLK CENTER,PA6610010,1,µg/L,"1,161",121
Venango,2014,COUNTRY ACRES PERSONAL CARE,PA6610045,0.5,µg/L,35,121
Venango,2014,AQUA PA EMLENTON,PA6610019,0.7,µg/L,999,121
Warren,2014,SOUTHWEST WARREN CO MUN AUTH,PA6620032,1,µg/L,"1,040",123
Warren,2014,AQUA PA CLARENDON,PA6620021,3.33,µg/L,800,123
Washington,2014,TRI CNTY JT MUNI AUTH,PA5630045,0.5,µg/L,"10,100",125
Washington,2014,AUTH OF BORO OF CHARLEROI,PA5630039,0.7,µg/L,"26,330",125
Wayne,2014,CANAL MOBILE HOME PARK,PA2640012,0.5,µg/L,200,127
Wayne,2014,WALLENPAUPACK LAKE ESTATES,PA2640036,0.7,µg/L,"2,200",127
Westmoreland,2014,WESTMD MUN AUTH-SWEENEY PLANT,PA5650032,0.7,µg/L,"140,000",129
Westmoreland,2014,HIGHRIDGE WATER AUTH,PA5650069,0.7,µg/L,"12,000",129
Westmoreland,2014,PINE GARDEN APARTMENTS,PA5650026,0.5,µg/L,40,129
Westmoreland,2014,NEW KENSINGTON MUNI AUTH,PA5650070,0.5,µg/L,"47,800",129
Westmoreland,2014,COVENANT MHP,PA5650056,1,µg/L,25,129
Westmoreland,2014,DERRY BORO MUNI AUTH,PA5650049,1,µg/L,"6,500",129
Westmoreland,2014,LATROBE MUNI AUTH,PA5650060,1,µg/L,"30,000",129
Westmoreland,2014,LIGONIER TWP MUNI AUTH,PA5650080,1,µg/L,"3,293",129
Westmoreland,2014,NEW FLORENCE WATER AUTH,PA5650068,0.7,µg/L,"1,170",129
Wyoming,2014,SCHOOLHOUSE HILL APTS,PA2660050,5.8,µg/L,38,131
Wyoming,2014,VILLAGE OF MTN HEIGHTS,PA2660035,10.97,µg/L,54,131
York,2014,YORK WATER CO,PA7670100,0.7,µg/L,"159,623",133
York,2014,HANOVER MUNI WATER WORKS,PA7670076,0.7,µg/L,"37,247",133
York,2014,RED LION,PA7670086,0.7,µg/L,"13,430",133
York,2014,WRIGHTSVILLE BORO MUNI AUTH,PA7670097,0.7,µg/L,"4,040",133
Adams,2013,STOCKHAMS VILLAGE INC,PA7010024,6,µg/L,200,1
Adams,2013,GETTYSBURG MUNI AUTH,PA7010019,0.7,µg/L,"11,600",1
Adams,2013,NEW OXFORD MUNI AUTH,PA7010025,0.7,µg/L,"4,583",1
Allegheny,2013,BRACKENRIDGE BORO WATER DEPT,PA5020006,0.7,µg/L,"3,260",3
Allegheny,2013,MOON TWP MUNI AUTH,PA5020011,0.7,µg/L,"24,749",3
Allegheny,2013,WEST CNTY MUNI AUTH-MCKEESPORT,PA5020025,0.7,µg/L,"32,906",3
Allegheny,2013,TARENTUM BORO WATER DEPT,PA5020055,0.7,µg/L,"4,530",3
Allegheny,2013,HARRISON TWP WATER AUTH,PA5020108,0.5,µg/L,"10,461",3
Allegheny,2013,WILKINSBURG-PENN JT WATER AUTH,PA5020056,0.6,µg/L,"125,000",3
Allegheny,2013,ROBINSON TWP MUNI AUTH,PA5020045,0.7,µg/L,"12,289",3
Allegheny,2013,WEST VIEW BORO MUNI AUTH,PA5020043,0.7,µg/L,"200,000",3
Allegheny,2013,OAKMONT BORO MUNI AUTH,PA5020036,0.7,µg/L,"38,465",3
Allegheny,2013,PA AMER WATER CO-PITTSBURGH,PA5020039,0.7,µg/L,"516,411",3
Allegheny,2013,PITTSBURGH WATER & SEWER AUTH,PA5020038,0.7,µg/L,"225,000",3
Armstrong,2013,PA-AMERICAN WATER CO-KITTANNIG,PA5030008,0.7,µg/L,"6,200",5
Armstrong,2013,PARKER AREA WATER AUTH,PA5030011,0.5,µg/L,900,5
Armstrong,2013,KITTANNING SUBURB JT WATER AUT,PA5030043,0.7,µg/L,"6,000",5
Armstrong,2013,BRADYS BEND WATER & SEW AUTH,PA5030037,1.5,µg/L,300,5
Armstrong,2013,BUFFALO TWP MUN AUTH FREEPORT,PA5030019,1.5,µg/L,"5,849",5
Beaver,2013,BEAVER FALLS MUNI AUTH,PA5040012,1,µg/L,"40,000",7
Beaver,2013,MIDLAND BORO MUNI AUTH,PA5040038,1.5,µg/L,"2,776",7
Beaver,2013,COLE MOBILE HOME PARK,PA5040078,0.5,µg/L,67,7
Beaver,2013,KNOB VUE ESTATES,PA5040028,1.5,µg/L,200,7
Beaver,2013,FOREST BROOK MHP,PA5040048,1.5,µg/L,180,7
Beaver,2013,AMBRIDGE WATER AUTH,PA5040008,0.5,µg/L,"17,832",7
Bedford,2013,EVITTS CREEK WATER CO,PA4050028,1,µg/L,100,9
Bedford,2013,HYNDMAN BORO WATER DEPT,PA4050003,1,µg/L,"1,005",9
Bedford,2013,CRESTVIEW MHP,PA4050007,6.56,µg/L,55,9
Berks,2013,MOHRSVILLE WATER ASSN,PA3060087,0.5,µg/L,375,11
Berks,2013,LAZY K CAMPGROUND,PA3060105,0.7,µg/L,75,11
Berks,2013,HIGHLAND EST MHP,PA3060043,0.5,µg/L,"1,050",11
Berks,2013,BOYERTOWN MUNI AUTH,PA3060081,0.7,µg/L,"7,775",11
Berks,2013,BIRDSBORO MUNI WATER AUTH,PA3060010,0.7,µg/L,"5,353",11
Berks,2013,PAW GLEN ALSACE DIV,PA3060088,0.78,µg/L,"23,750",11
Berks,2013,HAMBURG MUNI WATER&SEWER AUTH,PA3060035,0.25,µg/L,"4,990",11
Berks,2013,TOPTON BORO WATER SUPPLY,PA3060072,0.25,µg/L,"1,958",11
Berks,2013,READING AREA WATER AUTHORITY,PA3060059,0.7,µg/L,"87,000",11
Blair,2013,WILLIAMS GROVE MHP,PA4070003,1,µg/L,96,13
Blair,2013,BLAIR MHP,PA4070016,1,µg/L,185,13
Blair,2013,ALTOONA WATER AUTHORITY,PA4070023,1,µg/L,"62,500",13
Blair,2013,TYRONE BORO WATER AUTH,PA4070021,1,µg/L,"6,500",13
Blair,2013,HILLCREST COMMUNITIES LP,PA4070045,1,µg/L,350,13
Blair,2013,BELLEMEAD CIVIC ASSN INC,PA4070025,1,µg/L,340,13
Bucks,2013,PA AMERICAN WATER CO YARDLEY,PA1090074,0.7,µg/L,"37,259",17
Bucks,2013,BCWSA NEW HOPE,PA1090130,3.35,µg/L,"2,800",17
Bucks,2013,YORKSHIRE MEADOWS CONDO ASSOC,PA1090101,8.8,µg/L,90,17
Bucks,2013,BCWSA SOLEBURY,PA1090129,0.48,µg/L,"1,500",17
Bucks,2013,BCWSA FOX RUN PRESERVE,PA1090160,0.48,µg/L,378,17
Bucks,2013,AQUA PA BRISTOL,PA1090001,0.7,µg/L,"35,343",17
Bucks,2013,LOWER BUCKS CO JOINT MUN AUTH,PA1090026,0.7,µg/L,"63,007",17
Bucks,2013,CHERRY MOBILE HOME PARK,PA1090053,0.9,µg/L,62,17
Bucks,2013,TRUMBAUERSVILLE MUN WATERWORKS,PA1090091,0.7,µg/L,"1,057",17
Bucks,2013,MORRISVILLE MUNIC AUTHORITY,PA1090037,0.31,µg/L,"18,077",17
Bucks,2013,MILFORD TWP WATER AUTHORITY,PA1090125,0.98,µg/L,"4,147",17
Bucks,2013,VILLAGE 2 COMMUNITY ASSOC,PA1090040,8.6,µg/L,650,17
Bucks,2013,RED CLIFF MOBILE HOME PARK,PA1090048,3.9,µg/L,30,17
Bucks,2013,HILLTOWN TWP WATER&SEWER AUTH,PA1090117,0.7,µg/L,"5,415",17
Bucks,2013,QUAKERTOWN BORO,PA1090082,4.73,µg/L,"12,800",17
Bucks,2013,PERKASIE REGIONAL AUTHORITY,PA1090046,4.9,µg/L,"11,100",17
Bucks,2013,PLUMSTEAD TWP DURHAM RIDGE,PA1090138,6.34,µg/L,714,17
Bucks,2013,BUCKINGHAM VLY REHAB & NURSING,PA1090002,12.54,µg/L,190,17
Bucks,2013,RICHLANDTOWN WATER DEPARTMENT,PA1090057,6.98,µg/L,"1,350",17
Butler,2013,HARMONY BORO WATER AUTH,PA5100042,0.7,µg/L,"1,600",19
Butler,2013,ROBINSONS MOBILE HOME PARK,PA5100055,0.7,µg/L,77,19
Butler,2013,WOODBINE OAKS MHP,PA5100004,0.7,µg/L,50,19
Butler,2013,PA AMERICAN WATER CO BUTLER,PA5100012,0.7,µg/L,"43,044",19
Cambria,2013,CAMBRIA TWP WATER AUTH,PA4110006,1,µg/L,"1,050",21
Cambria,2013,WEST CARROLL W&S AUTH BAKERTON,PA4110058,0.7,µg/L,670,21
Cambria,2013,KINGS II MOBILE HOME PARK,PA4110005,1,µg/L,209,21
Cambria,2013,GREATER JOHNSTOWN WA RIVERSIDE,PA4110034,0.7,µg/L,"45,577",21
Cambria,2013,GALLITZIN BORO WATER AUTH,PA4110011,0.7,µg/L,"3,130",21
Cambria,2013,HIGHLAND S & W AUTH BEAVERDAM,PA4110017,0.7,µg/L,"24,100",21
Cambria,2013,PORTAGE BORO MUNI AUTH,PA4110027,0.7,µg/L,"7,500",21
Cambria,2013,NANTY GLO WATER AUTH,PA4110023,0.5,µg/L,"4,076",21
Cambria,2013,GREATER JOHNSTOWN WA SALTLICK,PA4110014,0.7,µg/L,164,21
Cambria,2013,CAPTAINS QUARTERS,PA4110025,1,µg/L,35,21
Cambria,2013,EBENSBURG BORO MUNI AUTH,PA4110009,0.5,µg/L,"6,200",21
Cambria,2013,HASTINGS MUNI AUTH,PA4110013,0.5,µg/L,"1,550",21
Cambria,2013,W CARROLL TWP W&S AUTH ST BENE,PA4110061,0.7,µg/L,325,21
Cambria,2013,PATTON BORO WATER DEPT,PA4110024,5.6,µg/L,"2,290",21
Cameron,2013,EMPORIUM WATER COMPANY,PA6120002,0.7,µg/L,"3,300",23
Cameron,2013,DRIFTWOOD BOROUGH,PA6120001,1.5,µg/L,258,23
